premise,hypothesis,trigger,trigger1,trigger2,presupposition,gold_label,UID,pairID,paradigmID,section
The five pedestrians that clashed might have visited George.,The five pedestrians that clashed visited George.,Not_In_Example,modal,unembedded,Not_In_Example,1,all_n_presupposition,1024n,53,presupposition_all_n_presupposition
"If the five pedestrians that clashed visited George, it's okay.",The five pedestrians that clashed visited George.,Not_In_Example,conditional,unembedded,Not_In_Example,1,all_n_presupposition,1025n,53,presupposition_all_n_presupposition
All four doctors who might scream command some woman's bosses to exercise.,There are exactly four doctors who might scream.,unembedded,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,1026e,54,presupposition_all_n_presupposition
All four doctors who might scream command some woman's bosses to exercise.,There aren't exactly four doctors who might scream.,unembedded,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,1027c,54,presupposition_all_n_presupposition
All four doctors who might scream command some woman's bosses to exercise.,There are exactly four teenagers who might scream.,unembedded,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,1028n,54,presupposition_all_n_presupposition
All four doctors who might scream don't command some woman's bosses to exercise.,There are exactly four doctors who might scream.,negated,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,1029e,54,presupposition_all_n_presupposition
All four doctors who might scream don't command some woman's bosses to exercise.,There aren't exactly four doctors who might scream.,negated,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,1030c,54,presupposition_all_n_presupposition
All four doctors who might scream don't command some woman's bosses to exercise.,There are exactly four teenagers who might scream.,negated,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,1031n,54,presupposition_all_n_presupposition
Do all four doctors who might scream command some woman's bosses to exercise?,There are exactly four doctors who might scream.,interrogative,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,1032e,54,presupposition_all_n_presupposition
Do all four doctors who might scream command some woman's bosses to exercise?,There aren't exactly four doctors who might scream.,interrogative,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,1033c,54,presupposition_all_n_presupposition
Do all four doctors who might scream command some woman's bosses to exercise?,There are exactly four teenagers who might scream.,interrogative,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,1034n,54,presupposition_all_n_presupposition
All four doctors who might scream might command some woman's bosses to exercise.,There are exactly four doctors who might scream.,modal,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,1035e,54,presupposition_all_n_presupposition
All four doctors who might scream might command some woman's bosses to exercise.,There aren't exactly four doctors who might scream.,modal,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,1036c,54,presupposition_all_n_presupposition
All four doctors who might scream might command some woman's bosses to exercise.,There are exactly four teenagers who might scream.,modal,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,1037n,54,presupposition_all_n_presupposition
"If all four doctors who might scream command some woman's bosses to exercise, it's okay.",There are exactly four doctors who might scream.,conditional,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,1038e,54,presupposition_all_n_presupposition
"If all four doctors who might scream command some woman's bosses to exercise, it's okay.",There aren't exactly four doctors who might scream.,conditional,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,1039c,54,presupposition_all_n_presupposition
"If all four doctors who might scream command some woman's bosses to exercise, it's okay.",There are exactly four teenagers who might scream.,conditional,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,1040n,54,presupposition_all_n_presupposition
All four doctors who might scream don't command some woman's bosses to exercise.,All four doctors who might scream command some woman's bosses to exercise.,Not_In_Example,negated,unembedded,Not_In_Example,2,all_n_presupposition,1041c,54,presupposition_all_n_presupposition
Do all four doctors who might scream command some woman's bosses to exercise?,All four doctors who might scream command some woman's bosses to exercise.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,all_n_presupposition,1042n,54,presupposition_all_n_presupposition
All four doctors who might scream might command some woman's bosses to exercise.,All four doctors who might scream command some woman's bosses to exercise.,Not_In_Example,modal,unembedded,Not_In_Example,1,all_n_presupposition,1043n,54,presupposition_all_n_presupposition
"If all four doctors who might scream command some woman's bosses to exercise, it's okay.",All four doctors who might scream command some woman's bosses to exercise.,Not_In_Example,conditional,unembedded,Not_In_Example,1,all_n_presupposition,1044n,54,presupposition_all_n_presupposition
The six cashiers that proposed to nod induced Paul to sneeze.,There are exactly six cashiers that proposed to nod.,unembedded,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,1045e,55,presupposition_all_n_presupposition
The six cashiers that proposed to nod induced Paul to sneeze.,There are exactly seven cashiers that proposed to nod.,unembedded,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,1046c,55,presupposition_all_n_presupposition
The six cashiers that proposed to nod induced Paul to sneeze.,There are exactly six organizations that proposed to nod.,unembedded,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,1047n,55,presupposition_all_n_presupposition
The six cashiers that proposed to nod didn't induce Paul to sneeze.,There are exactly six cashiers that proposed to nod.,negated,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,1048e,55,presupposition_all_n_presupposition
The six cashiers that proposed to nod didn't induce Paul to sneeze.,There are exactly seven cashiers that proposed to nod.,negated,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,1049c,55,presupposition_all_n_presupposition
The six cashiers that proposed to nod didn't induce Paul to sneeze.,There are exactly six organizations that proposed to nod.,negated,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,1050n,55,presupposition_all_n_presupposition
Did the six cashiers that proposed to nod induce Paul to sneeze?,There are exactly six cashiers that proposed to nod.,interrogative,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,1051e,55,presupposition_all_n_presupposition
Did the six cashiers that proposed to nod induce Paul to sneeze?,There are exactly seven cashiers that proposed to nod.,interrogative,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,1052c,55,presupposition_all_n_presupposition
Did the six cashiers that proposed to nod induce Paul to sneeze?,There are exactly six organizations that proposed to nod.,interrogative,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,1053n,55,presupposition_all_n_presupposition
The six cashiers that proposed to nod might have induced Paul to sneeze.,There are exactly six cashiers that proposed to nod.,modal,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,1054e,55,presupposition_all_n_presupposition
The six cashiers that proposed to nod might have induced Paul to sneeze.,There are exactly seven cashiers that proposed to nod.,modal,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,1055c,55,presupposition_all_n_presupposition
The six cashiers that proposed to nod might have induced Paul to sneeze.,There are exactly six organizations that proposed to nod.,modal,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,1056n,55,presupposition_all_n_presupposition
"If the six cashiers that proposed to nod induced Paul to sneeze, it's okay.",There are exactly six cashiers that proposed to nod.,conditional,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,1057e,55,presupposition_all_n_presupposition
"If the six cashiers that proposed to nod induced Paul to sneeze, it's okay.",There are exactly seven cashiers that proposed to nod.,conditional,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,1058c,55,presupposition_all_n_presupposition
"If the six cashiers that proposed to nod induced Paul to sneeze, it's okay.",There are exactly six organizations that proposed to nod.,conditional,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,1059n,55,presupposition_all_n_presupposition
The six cashiers that proposed to nod didn't induce Paul to sneeze.,The six cashiers that proposed to nod induced Paul to sneeze.,Not_In_Example,negated,unembedded,Not_In_Example,2,all_n_presupposition,1060c,55,presupposition_all_n_presupposition
Did the six cashiers that proposed to nod induce Paul to sneeze?,The six cashiers that proposed to nod induced Paul to sneeze.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,all_n_presupposition,1061n,55,presupposition_all_n_presupposition
The six cashiers that proposed to nod might have induced Paul to sneeze.,The six cashiers that proposed to nod induced Paul to sneeze.,Not_In_Example,modal,unembedded,Not_In_Example,1,all_n_presupposition,1062n,55,presupposition_all_n_presupposition
"If the six cashiers that proposed to nod induced Paul to sneeze, it's okay.",The six cashiers that proposed to nod induced Paul to sneeze.,Not_In_Example,conditional,unembedded,Not_In_Example,1,all_n_presupposition,1063n,55,presupposition_all_n_presupposition
All nine men who hadn't hidden many bikes date.,There are exactly nine men who hadn't hidden many bikes.,unembedded,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,1064e,56,presupposition_all_n_presupposition
All nine men who hadn't hidden many bikes date.,There are more than nine men who hadn't hidden many bikes.,unembedded,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,1065c,56,presupposition_all_n_presupposition
All nine men who hadn't hidden many bikes date.,There are exactly nine boys who hadn't hidden many bikes.,unembedded,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,1066n,56,presupposition_all_n_presupposition
All nine men who hadn't hidden many bikes don't date.,There are exactly nine men who hadn't hidden many bikes.,negated,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,1067e,56,presupposition_all_n_presupposition
All nine men who hadn't hidden many bikes don't date.,There are more than nine men who hadn't hidden many bikes.,negated,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,1068c,56,presupposition_all_n_presupposition
All nine men who hadn't hidden many bikes don't date.,There are exactly nine boys who hadn't hidden many bikes.,negated,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,1069n,56,presupposition_all_n_presupposition
Do all nine men who hadn't hidden many bikes date?,There are exactly nine men who hadn't hidden many bikes.,interrogative,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,1070e,56,presupposition_all_n_presupposition
Do all nine men who hadn't hidden many bikes date?,There are more than nine men who hadn't hidden many bikes.,interrogative,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,1071c,56,presupposition_all_n_presupposition
Do all nine men who hadn't hidden many bikes date?,There are exactly nine boys who hadn't hidden many bikes.,interrogative,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,1072n,56,presupposition_all_n_presupposition
All nine men who hadn't hidden many bikes might date.,There are exactly nine men who hadn't hidden many bikes.,modal,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,1073e,56,presupposition_all_n_presupposition
All nine men who hadn't hidden many bikes might date.,There are more than nine men who hadn't hidden many bikes.,modal,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,1074c,56,presupposition_all_n_presupposition
All nine men who hadn't hidden many bikes might date.,There are exactly nine boys who hadn't hidden many bikes.,modal,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,1075n,56,presupposition_all_n_presupposition
"If all nine men who hadn't hidden many bikes date, it's okay.",There are exactly nine men who hadn't hidden many bikes.,conditional,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,1076e,56,presupposition_all_n_presupposition
"If all nine men who hadn't hidden many bikes date, it's okay.",There are more than nine men who hadn't hidden many bikes.,conditional,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,1077c,56,presupposition_all_n_presupposition
"If all nine men who hadn't hidden many bikes date, it's okay.",There are exactly nine boys who hadn't hidden many bikes.,conditional,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,1078n,56,presupposition_all_n_presupposition
All nine men who hadn't hidden many bikes don't date.,All nine men who hadn't hidden many bikes date.,Not_In_Example,negated,unembedded,Not_In_Example,2,all_n_presupposition,1079c,56,presupposition_all_n_presupposition
Do all nine men who hadn't hidden many bikes date?,All nine men who hadn't hidden many bikes date.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,all_n_presupposition,1080n,56,presupposition_all_n_presupposition
All nine men who hadn't hidden many bikes might date.,All nine men who hadn't hidden many bikes date.,Not_In_Example,modal,unembedded,Not_In_Example,1,all_n_presupposition,1081n,56,presupposition_all_n_presupposition
"If all nine men who hadn't hidden many bikes date, it's okay.",All nine men who hadn't hidden many bikes date.,Not_In_Example,conditional,unembedded,Not_In_Example,1,all_n_presupposition,1082n,56,presupposition_all_n_presupposition
The seven patients who had preferred Lori to scan a lot of plays had commissioned Nina's teachers to boycott a lot of museums.,There are exactly seven patients who had preferred Lori to scan a lot of plays.,unembedded,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,1083e,57,presupposition_all_n_presupposition
The seven patients who had preferred Lori to scan a lot of plays had commissioned Nina's teachers to boycott a lot of museums.,There aren't exactly seven patients who had preferred Lori to scan a lot of plays.,unembedded,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,1084c,57,presupposition_all_n_presupposition
The seven patients who had preferred Lori to scan a lot of plays had commissioned Nina's teachers to boycott a lot of museums.,There are exactly seven children who had preferred Lori to scan a lot of plays.,unembedded,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,1085n,57,presupposition_all_n_presupposition
The seven patients who had preferred Lori to scan a lot of plays hadn't commissioned Nina's teachers to boycott a lot of museums.,There are exactly seven patients who had preferred Lori to scan a lot of plays.,negated,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,1086e,57,presupposition_all_n_presupposition
The seven patients who had preferred Lori to scan a lot of plays hadn't commissioned Nina's teachers to boycott a lot of museums.,There aren't exactly seven patients who had preferred Lori to scan a lot of plays.,negated,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,1087c,57,presupposition_all_n_presupposition
The seven patients who had preferred Lori to scan a lot of plays hadn't commissioned Nina's teachers to boycott a lot of museums.,There are exactly seven children who had preferred Lori to scan a lot of plays.,negated,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,1088n,57,presupposition_all_n_presupposition
Had the seven patients who had preferred Lori to scan a lot of plays commissioned Nina's teachers to boycott a lot of museums?,There are exactly seven patients who had preferred Lori to scan a lot of plays.,interrogative,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,1089e,57,presupposition_all_n_presupposition
Had the seven patients who had preferred Lori to scan a lot of plays commissioned Nina's teachers to boycott a lot of museums?,There aren't exactly seven patients who had preferred Lori to scan a lot of plays.,interrogative,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,1090c,57,presupposition_all_n_presupposition
Had the seven patients who had preferred Lori to scan a lot of plays commissioned Nina's teachers to boycott a lot of museums?,There are exactly seven children who had preferred Lori to scan a lot of plays.,interrogative,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,1091n,57,presupposition_all_n_presupposition
The seven patients who had preferred Lori to scan a lot of plays might have commissioned Nina's teachers to boycott a lot of museums.,There are exactly seven patients who had preferred Lori to scan a lot of plays.,modal,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,1092e,57,presupposition_all_n_presupposition
The seven patients who had preferred Lori to scan a lot of plays might have commissioned Nina's teachers to boycott a lot of museums.,There aren't exactly seven patients who had preferred Lori to scan a lot of plays.,modal,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,1093c,57,presupposition_all_n_presupposition
The seven patients who had preferred Lori to scan a lot of plays might have commissioned Nina's teachers to boycott a lot of museums.,There are exactly seven children who had preferred Lori to scan a lot of plays.,modal,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,1094n,57,presupposition_all_n_presupposition
"If the seven patients who had preferred Lori to scan a lot of plays had commissioned Nina's teachers to boycott a lot of museums, it's okay.",There are exactly seven patients who had preferred Lori to scan a lot of plays.,conditional,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,1095e,57,presupposition_all_n_presupposition
"If the seven patients who had preferred Lori to scan a lot of plays had commissioned Nina's teachers to boycott a lot of museums, it's okay.",There aren't exactly seven patients who had preferred Lori to scan a lot of plays.,conditional,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,1096c,57,presupposition_all_n_presupposition
"If the seven patients who had preferred Lori to scan a lot of plays had commissioned Nina's teachers to boycott a lot of museums, it's okay.",There are exactly seven children who had preferred Lori to scan a lot of plays.,conditional,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,1097n,57,presupposition_all_n_presupposition
The seven patients who had preferred Lori to scan a lot of plays hadn't commissioned Nina's teachers to boycott a lot of museums.,The seven patients who had preferred Lori to scan a lot of plays had commissioned Nina's teachers to boycott a lot of museums.,Not_In_Example,negated,unembedded,Not_In_Example,2,all_n_presupposition,1098c,57,presupposition_all_n_presupposition
Had the seven patients who had preferred Lori to scan a lot of plays commissioned Nina's teachers to boycott a lot of museums?,The seven patients who had preferred Lori to scan a lot of plays had commissioned Nina's teachers to boycott a lot of museums.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,all_n_presupposition,1099n,57,presupposition_all_n_presupposition
The seven patients who had preferred Lori to scan a lot of plays might have commissioned Nina's teachers to boycott a lot of museums.,The seven patients who had preferred Lori to scan a lot of plays had commissioned Nina's teachers to boycott a lot of museums.,Not_In_Example,modal,unembedded,Not_In_Example,1,all_n_presupposition,1100n,57,presupposition_all_n_presupposition
"If the seven patients who had preferred Lori to scan a lot of plays had commissioned Nina's teachers to boycott a lot of museums, it's okay.",The seven patients who had preferred Lori to scan a lot of plays had commissioned Nina's teachers to boycott a lot of museums.,Not_In_Example,conditional,unembedded,Not_In_Example,1,all_n_presupposition,1101n,57,presupposition_all_n_presupposition
All four doors that open had flung open.,There are exactly four doors that open.,unembedded,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,1102e,58,presupposition_all_n_presupposition
All four doors that open had flung open.,There are dozens of doors that open.,unembedded,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,1103c,58,presupposition_all_n_presupposition
All four doors that open had flung open.,There are exactly four mouths that open.,unembedded,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,1104n,58,presupposition_all_n_presupposition
All four doors that open hadn't flung open.,There are exactly four doors that open.,negated,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,1105e,58,presupposition_all_n_presupposition
All four doors that open hadn't flung open.,There are dozens of doors that open.,negated,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,1106c,58,presupposition_all_n_presupposition
All four doors that open hadn't flung open.,There are exactly four mouths that open.,negated,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,1107n,58,presupposition_all_n_presupposition
Had all four doors that open flung open?,There are exactly four doors that open.,interrogative,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,1108e,58,presupposition_all_n_presupposition
Had all four doors that open flung open?,There are dozens of doors that open.,interrogative,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,1109c,58,presupposition_all_n_presupposition
Had all four doors that open flung open?,There are exactly four mouths that open.,interrogative,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,1110n,58,presupposition_all_n_presupposition
All four doors that open might have flung open.,There are exactly four doors that open.,modal,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,1111e,58,presupposition_all_n_presupposition
All four doors that open might have flung open.,There are dozens of doors that open.,modal,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,1112c,58,presupposition_all_n_presupposition
All four doors that open might have flung open.,There are exactly four mouths that open.,modal,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,1113n,58,presupposition_all_n_presupposition
"If all four doors that open had flung open, it's okay.",There are exactly four doors that open.,conditional,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,1114e,58,presupposition_all_n_presupposition
"If all four doors that open had flung open, it's okay.",There are dozens of doors that open.,conditional,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,1115c,58,presupposition_all_n_presupposition
"If all four doors that open had flung open, it's okay.",There are exactly four mouths that open.,conditional,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,1116n,58,presupposition_all_n_presupposition
All four doors that open hadn't flung open.,All four doors that open had flung open.,Not_In_Example,negated,unembedded,Not_In_Example,2,all_n_presupposition,1117c,58,presupposition_all_n_presupposition
Had all four doors that open flung open?,All four doors that open had flung open.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,all_n_presupposition,1118n,58,presupposition_all_n_presupposition
All four doors that open might have flung open.,All four doors that open had flung open.,Not_In_Example,modal,unembedded,Not_In_Example,1,all_n_presupposition,1119n,58,presupposition_all_n_presupposition
"If all four doors that open had flung open, it's okay.",All four doors that open had flung open.,Not_In_Example,conditional,unembedded,Not_In_Example,1,all_n_presupposition,1120n,58,presupposition_all_n_presupposition
All two teenagers that can't think about Kristin hugged Frank.,There are exactly two teenagers that can't think about Kristin.,unembedded,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,1121e,59,presupposition_all_n_presupposition
All two teenagers that can't think about Kristin hugged Frank.,There are dozens of teenagers that can't think about Kristin.,unembedded,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,1122c,59,presupposition_all_n_presupposition
All two teenagers that can't think about Kristin hugged Frank.,There are exactly two teachers that can't think about Kristin.,unembedded,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,1123n,59,presupposition_all_n_presupposition
All two teenagers that can't think about Kristin didn't hug Frank.,There are exactly two teenagers that can't think about Kristin.,negated,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,1124e,59,presupposition_all_n_presupposition
All two teenagers that can't think about Kristin didn't hug Frank.,There are dozens of teenagers that can't think about Kristin.,negated,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,1125c,59,presupposition_all_n_presupposition
All two teenagers that can't think about Kristin didn't hug Frank.,There are exactly two teachers that can't think about Kristin.,negated,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,1126n,59,presupposition_all_n_presupposition
Did all two teenagers that can't think about Kristin hug Frank?,There are exactly two teenagers that can't think about Kristin.,interrogative,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,1127e,59,presupposition_all_n_presupposition
Did all two teenagers that can't think about Kristin hug Frank?,There are dozens of teenagers that can't think about Kristin.,interrogative,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,1128c,59,presupposition_all_n_presupposition
Did all two teenagers that can't think about Kristin hug Frank?,There are exactly two teachers that can't think about Kristin.,interrogative,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,1129n,59,presupposition_all_n_presupposition
All two teenagers that can't think about Kristin might have hugged Frank.,There are exactly two teenagers that can't think about Kristin.,modal,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,1130e,59,presupposition_all_n_presupposition
All two teenagers that can't think about Kristin might have hugged Frank.,There are dozens of teenagers that can't think about Kristin.,modal,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,1131c,59,presupposition_all_n_presupposition
All two teenagers that can't think about Kristin might have hugged Frank.,There are exactly two teachers that can't think about Kristin.,modal,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,1132n,59,presupposition_all_n_presupposition
"If all two teenagers that can't think about Kristin hugged Frank, it's okay.",There are exactly two teenagers that can't think about Kristin.,conditional,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,1133e,59,presupposition_all_n_presupposition
"If all two teenagers that can't think about Kristin hugged Frank, it's okay.",There are dozens of teenagers that can't think about Kristin.,conditional,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,1134c,59,presupposition_all_n_presupposition
"If all two teenagers that can't think about Kristin hugged Frank, it's okay.",There are exactly two teachers that can't think about Kristin.,conditional,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,1135n,59,presupposition_all_n_presupposition
All two teenagers that can't think about Kristin didn't hug Frank.,All two teenagers that can't think about Kristin hugged Frank.,Not_In_Example,negated,unembedded,Not_In_Example,2,all_n_presupposition,1136c,59,presupposition_all_n_presupposition
Did all two teenagers that can't think about Kristin hug Frank?,All two teenagers that can't think about Kristin hugged Frank.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,all_n_presupposition,1137n,59,presupposition_all_n_presupposition
All two teenagers that can't think about Kristin might have hugged Frank.,All two teenagers that can't think about Kristin hugged Frank.,Not_In_Example,modal,unembedded,Not_In_Example,1,all_n_presupposition,1138n,59,presupposition_all_n_presupposition
"If all two teenagers that can't think about Kristin hugged Frank, it's okay.",All two teenagers that can't think about Kristin hugged Frank.,Not_In_Example,conditional,unembedded,Not_In_Example,1,all_n_presupposition,1139n,59,presupposition_all_n_presupposition
All ten patients that haven't disagreed were clashing.,There are exactly ten patients that haven't disagreed.,unembedded,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,1140e,60,presupposition_all_n_presupposition
All ten patients that haven't disagreed were clashing.,There are more than ten patients that haven't disagreed.,unembedded,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,1141c,60,presupposition_all_n_presupposition
All ten patients that haven't disagreed were clashing.,There are exactly ten actresses that haven't disagreed.,unembedded,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,1142n,60,presupposition_all_n_presupposition
All ten patients that haven't disagreed weren't clashing.,There are exactly ten patients that haven't disagreed.,negated,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,1143e,60,presupposition_all_n_presupposition
All ten patients that haven't disagreed weren't clashing.,There are more than ten patients that haven't disagreed.,negated,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,1144c,60,presupposition_all_n_presupposition
All ten patients that haven't disagreed weren't clashing.,There are exactly ten actresses that haven't disagreed.,negated,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,1145n,60,presupposition_all_n_presupposition
Were all ten patients that haven't disagreed clashing?,There are exactly ten patients that haven't disagreed.,interrogative,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,1146e,60,presupposition_all_n_presupposition
Were all ten patients that haven't disagreed clashing?,There are more than ten patients that haven't disagreed.,interrogative,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,1147c,60,presupposition_all_n_presupposition
Were all ten patients that haven't disagreed clashing?,There are exactly ten actresses that haven't disagreed.,interrogative,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,1148n,60,presupposition_all_n_presupposition
All ten patients that haven't disagreed might have been clashing.,There are exactly ten patients that haven't disagreed.,modal,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,1149e,60,presupposition_all_n_presupposition
All ten patients that haven't disagreed might have been clashing.,There are more than ten patients that haven't disagreed.,modal,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,1150c,60,presupposition_all_n_presupposition
All ten patients that haven't disagreed might have been clashing.,There are exactly ten actresses that haven't disagreed.,modal,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,1151n,60,presupposition_all_n_presupposition
"If all ten patients that haven't disagreed were clashing, it's okay.",There are exactly ten patients that haven't disagreed.,conditional,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,1152e,60,presupposition_all_n_presupposition
"If all ten patients that haven't disagreed were clashing, it's okay.",There are more than ten patients that haven't disagreed.,conditional,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,1153c,60,presupposition_all_n_presupposition
"If all ten patients that haven't disagreed were clashing, it's okay.",There are exactly ten actresses that haven't disagreed.,conditional,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,1154n,60,presupposition_all_n_presupposition
All ten patients that haven't disagreed weren't clashing.,All ten patients that haven't disagreed were clashing.,Not_In_Example,negated,unembedded,Not_In_Example,2,all_n_presupposition,1155c,60,presupposition_all_n_presupposition
Were all ten patients that haven't disagreed clashing?,All ten patients that haven't disagreed were clashing.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,all_n_presupposition,1156n,60,presupposition_all_n_presupposition
All ten patients that haven't disagreed might have been clashing.,All ten patients that haven't disagreed were clashing.,Not_In_Example,modal,unembedded,Not_In_Example,1,all_n_presupposition,1157n,60,presupposition_all_n_presupposition
"If all ten patients that haven't disagreed were clashing, it's okay.",All ten patients that haven't disagreed were clashing.,Not_In_Example,conditional,unembedded,Not_In_Example,1,all_n_presupposition,1158n,60,presupposition_all_n_presupposition
All five men that weren't intending to reunite did believe Allison to chuckle.,There are exactly five men that weren't intending to reunite.,unembedded,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,1159e,61,presupposition_all_n_presupposition
All five men that weren't intending to reunite did believe Allison to chuckle.,There aren't exactly five men that weren't intending to reunite.,unembedded,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,1160c,61,presupposition_all_n_presupposition
